0,1,2,3,4,5,6,7,8,9,10,11,target
10.666170494777925,-1.3339381887078243,-10.260808441956243,12.655299074737849,7.77925796328703,0.9972655676588726,,,36.631537512796555,10.807273324533,,1.1818900425588936,1
64.01749598126312,-0.44855855452749194,-8.021994080351792,,13.787273658227727,1.0899049590908303,23.178058023337947,,-19.11303692742561,-1.5977720776061284,5.599599022090377,-0.5711839740841865,1
1.0774707339895828,0.5356826049647877,,-0.7542981326071427,132.4022854905634,-1.6651252963040444,-13.716982259310878,-1.5333401858014564,,1.4365675376251534,-10.0357577096021,-2.0017401674762616,1
24.874963275290114,4.898836483319127,-1.4166263187224326,0.3023229003482749,0.18820641787657177,1.3755969643042085,115.13656435886327,0.02389700274573369,4.699875253841322,8.52680534612521,125.27786363495608,-0.40409531183239966,1
-23.637800860488642,3.0483637203509377,,-0.05080078861953355,-29.83888745157081,11.948692401249906,-3.0604465944044135,4.633982800766547,-10.358336265852522,-3.091993337704855,33.44572543550171,0.6622629821596197,0
,-0.4009500689919552,-2.6556051251854123,1.3701018536103708,21.881141322628253,1.1992995729215856,65.92985000747503,1.27835569044556,22.121527803903945,0.43631518802774694,23.170089604065804,9.620761815893163,1
-18.387874553496157,0.96766443160105,-10.356040560453943,0.8810588920574334,-0.16606674445259373,0.04729874312872792,19.334260693589766,3.0485610907774716,,0.48764105344828734,-8.45580018520371,0.6946691241185846,1
3.4945520926485196,-1.78095824877698,13.181970672340253,0.7147190469519362,10.131262220285027,-0.4432634648179029,74.45838981646689,0.0797612083353711,15.668110983800814,-2.333600429004002,19.62766894572057,-0.28857511715410117,1
18.656733226865228,1.4048765952736866,-7.404901063321585,0.8648244384910113,9.080387658881863,0.15140304795173262,6.2645881649390684,1.1243840895942658,-6.395924006977304,0.13831325552515106,29.191616936310716,0.2984518139814398,0
36.651266329104864,0.6234141905216661,6.9392323319125815,0.7165893397596517,8.928969099210653,-1.730262730484345,-9.104535051684737,-1.5277893094961992,-10.588667664572135,-1.012618568570675,,1.3338857455005728,0
0.6021064761203154,-1.682733471127802,-13.324483478945659,1.1711676327061467,,-1.464974746104889,6.598131063135131,1.773622940876112,28.94655845130319,-0.6116792515263385,14.742685855060259,-0.6684549108531777,1
-1.259288232273278,1.0824585340491133,4.27962626552635,1.7230747176462498,-13.666326166224605,1.639256516741752,-9.337609899865893,1.1973293260433908,87.73283513475351,-2.6051803675690874,28.943313334444703,-1.9227717720623363,0
,0.3014367211066823,-15.822231667464777,0.05022769916568044,9.982115959131226,0.4795075480016086,5.418399999223585,,-10.384941746127863,0.3704464932091319,10.489576137113888,0.7289411945704503,0
10.057183856114023,-1.331503853117465,-3.878757818624696,1.306072203871629,2.958605780488146,-0.49156193901893,-9.983523792740215,,-4.593900175485109,-2.5151075269749734,16.51002952323511,-1.4127257589005562,1
,,-0.9931433779203207,-0.2724269009308716,131.33767166602996,-1.9545930044832756,32.73147223484408,3.8380920109516365,-18.613764661461097,-0.8532186507340208,0.23044911562306147,-0.31039680375596906,1
-8.002189814935527,-0.08813762536363012,-11.809724836643856,-1.1516811090343435,-29.659585223051167,,-26.123135820317998,-2.972107856203167,-8.498595733444205,-1.145783467220935,-14.577556231245289,-0.8605654038138869,0
6.623357520066988,1.451319677457698,-4.1051848272973,12.560754515152876,,1.177184963184339,62.39590995182269,,-20.614729952763682,0.05970611622422824,9.44282665413766,0.13674664739923068,0
-5.607235129670773,-0.12295689437340163,1.1397066812777235,-0.7934597298834714,-7.863146464353072,-0.9250846204786352,-1.926987848027969,0.487507827427298,-15.970187071858017,-2.766072663510555,11.8294284962258,-0.4502018916658434,0
11.146155184885522,,-0.6644897530945597,-0.35807944617931886,38.845163350887766,1.2272738220812627,22.648757802500484,0.725908551344045,22.32805211904827,2.639186667002212,-8.448514553344133,-1.210160502980885,1
25.9890684035246,1.2011659795358256,0.7215323682176132,0.738237230816162,28.4817307362936,-1.1433389910838607,17.67423627985394,1.314242533925395,13.394193378463108,3.5039853598308226,16.35205149230528,0.08747375368073924,0
15.378685680525695,-0.2854691448315486,19.33359747714357,0.25675079866178757,24.43156822429031,-0.0115150880766451,61.289703058304035,1.5273768732986917,165.34871494190014,-0.385981597916112,24.282277894307196,1.0306598082415594,1
10.126671952545717,0.8939649044858899,-4.512188269438766,-0.13080059372695568,8.895370032553334,0.29282884358668343,14.920817529334638,-0.12224110505992823,-14.897776643229507,2.0886092156367226,-8.250750620605283,-1.8804355440630813,1
